Types	Questions	Answers	PlayerName	SportCategory	Context	Popularity	Unnamed: 0
74	How many times did Peter Joppich win an International medal in the World Championships before  2019  ?	13	Peter Joppich	Fencing	"Peter Joppich

Personal Information
Birth Date
1982-12-21	

Birth Place
Koblenz	

Height

Weight
68 kg	

Coach
	

Country Representing: GER
Olympic Games
Team foil	MedalBronze | 2012 | London

World Championships
Team foil	MedalGold | 2002 | Lisbon, MedalSilver | 2006 | Turin, MedalSilver | 2007 | St, MedalSilver | 2008 | Beijing, MedalSilver | 2009 | Antalya, MedalBronze | 2003 | Havana, MedalBronze | 2005 | Leipzig, MedalBronze | 2011 | Catania
Foil	MedalGold | 2003 | Havana, MedalGold | 2006 | Turin, MedalGold | 2007 | St, MedalGold | 2010 | Paris, MedalBronze | 2009 | Antalya

European Championships
Team foil	MedalGold | 2007 | Gent, MedalGold | 2013 | Zagreb, MedalSilver | 2019 | Düsseldorf, MedalBronze | 2009 | Plovdiv, MedalBronze | 2012 | Legnano, MedalBronze | 2015 | Montreux
Foil	MedalGold | 2013 | Zagreb, MedalBronze | 2014 | Strasbourg

"	Neutral	
55	What is the average number of medals won by Blake Pieroni in one year ?	3	Blake Pieroni	Swimming	"Blake Pieroni

Personal Information
Birth Date
1995-11-15	

Birth Place
Crown Point, Indiana	

Height

Weight
190  lb	

Coach
	

Country Representing: USA
Olympic Games
4x100 m freestyle	MedalGold | 2016 | SOG, MedalGold | 2020 | SOG
4x100 m medley	MedalGold | 2020 | SOG

World Championships (LC)
4x100 m freestyle	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju
4x100 m mixed freestyle	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju
4x200 m freestyle	MedalBronze | 2017 | Budapest, MedalBronze | 2019 | Gwangju

World Championships (SC)
4x200 m freestyle	MedalGold | 2016 | Windsor
200 m freestyle	MedalGold | 2018 | Hangzhou
4x100 m freestyle	MedalGold | 2018 | Hangzhou, MedalBronze | 2016 | Windsor
4x100 m medley	MedalGold | 2018 | Hangzhou
4x50 m freestyle	MedalSilver | 2016 | Windsor

Pan Pacific Championships
4x200 m freestyle	MedalGold | 2018 | Tokyo

World Junior Championships
4x200 m freestyle 	MedalBronze | 2013 | Dubai

Junior Pan Pac Championships
4x100 m freestyle	MedalGold | 2014 | Maui
4x200 m freestyle	MedalGold | 2014 | Maui
100 m freestyle	MedalSilver | 2014 | Maui
200 m freestyle	MedalSilver | 2014 | Maui

"	Neutral	
1002	How many times did Natalia Valeeva win a gold medal in an event, followed by any other medal in the same event?	3	Natalia Valeeva		"Natalia Valeeva

Personal Information
Birth Date

Birth Place
Tîrnauca	

Country Representing: URS
World Indoor Championships
Individual 	MedalGold | 1991 | Oulu, MedalGold | 1995 | Birmingham, MedalSilver | 1993 | Perpignan, MedalGold | 1999 | Havana, MedalGold | 2001 | Florence, MedalGold | 2012 | Las Vegas, MedalSilver | 2009 | Rzeszów
Team 	MedalGold | 2009 | Rzeszów, MedalBronze | 2012 | Las Vegas

Country Representing: EUN
Olympic Games
Individual	MedalBronze | 1992 | Barcelona
Team	MedalBronze | 1992 | Barcelona

Country Representing: MDA
World Championships
Individual 	MedalGold | 1995 | Jakarta, MedalGold | 2007 | Leipzig
Team 	MedalGold | 1999 | Riom, MedalGold | 2011 | Turin, MedalSilver | 2001 | Beijing, MedalSilver | 2007 | Leipzig

Country Representing: ITA
European Championships
Mixed team 	MedalGold | 2010 | Rovareto, MedalGold | 2012 | Amsterdam
Team 	MedalBronze | 2010 | Rovareto

Mediterranean Games
Team	MedalGold | 2013 | Mersin
Individual	MedalBronze | 2013 | Mersin

"		755.0
1	How many Olympic Games Silver Medals did Kieran Smith win ?	0	Kieran Smith	Swimming	"Kieran Smith

Personal Information
Coach
Anthony Nesty	

Birth Date
2000-5-20	

Birth Place
Sydney, Australia	

Height
1.95 m	

Weight

Country Representing: USA
Olympic Games
400 m freestyle	MedalBronze | 2020 | SOG

World Championships (LC)
4x200 m freestyle	MedalGold | 2022 | Budapest, MedalSilver | 2023 | Fukuoka

World Championships (SC)
4x200 m freestyle	MedalGold | 2021 | Abu Dhabi, MedalGold | 2022 | Melbourne
400 m freestyle	MedalGold | 2022 | Melbourne
4x100 m medley	MedalGold | 2022 | Melbourne
4x50 m medley	MedalSilver | 2022 | Melbourne
4x100 m freestyle	MedalBronze | 2022 | Melbourne

World Junior Championships
200 m medley	MedalSilver | 2017 | Indianapolis

"	Neutral	
1003	Determine the number of instances where Daniel Habesohn won a medal of a different color than the previous iteration of the same event.	4	Daniel Habesohn		"Daniel Habesohn

Personal Information
Birth Date
1986-7-22	

Birth Place
Vienna	

Height
1.85 m	

Weight
78  kg	

Country Representing: AUT
European Games
Team	MedalBronze | 2015 | Baku

European Championships
Doubles	MedalGold | 2012 | Herning, MedalGold | 2018 | Alicante, MedalSilver | 2013 | Schwechat, MedalSilver | 2015 | Yekaterinburg, MedalSilver | 2022 | Munich
Team	MedalGold | 2015 | Yekaterinburg, MedalBronze | 2008 | Saint Petersburg, MedalBronze | 2011 | Gdańsk

"		954.0
27	How many medals did Nami Matsuyama win in the Mixed team Asian Junior Championships ?	2	Nami Matsuyama	Badminton	"Nami Matsuyama

Personal Information
Birth Date
1998-6-28	

Birth Place
Fukuoka Prefecture	

Height
1.66 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: JPN
Sudirman Cup
Mixed team 	MedalSilver | 2021 | Vantaa, MedalBronze | 2023 | Suzhou

Uber Cup
Women's team 	MedalSilver | 2020 | Aarhus, MedalBronze | 2022 | Bangkok, MedalBronze | 2024 | Chengdu

Asian Games
Women's team	MedalBronze | 2022 | Hangzhou

Asia Team Championships
Women's team 	MedalGold | 2020 | Manila, MedalBronze | 2024 | Selangor

World Junior Championships
Girls' doubles	MedalGold | 2016 | Bilbao, MedalBronze | 2015 | Lima
Mixed team	MedalBronze | 2016 | Bilbao

Asian Junior Championships
Girls' doubles	MedalBronze | 2015 | Bangkok
Mixed team 	MedalBronze | 2015 | Bangkok, MedalBronze | 2016 | Bangkok

"	Neutral	
30	In which year did Shevon Jemie Lai win his/her first Bronze Medals in the Mixed team Asian Junior Championships?	Shevon Jemie Lai has not won any Bronze Medals in Mixed team Asian Junior Championships	Shevon Jemie Lai	Badminton	"Shevon Jemie Lai

Personal Information
Birth Date
1993-8-8	

Birth Place
Selangor	

Height
1.69 m	

Weight
60  kg	

Years Active

Handedness
Left	

Coach
Rosman Razak	

Date Of Highest Ranking

Country Representing: MAS
Sudirman Cup
Mixed team 	MedalBronze | 2023 | Suzhou

Commonwealth Games
Mixed team	MedalSilver | 2018 | Gold Coast

Asian Championships
Mixed doubles	MedalBronze | 2023 | Dubai

SEA Games
Mixed doubles	MedalSilver | 2017 | Kuala Lumpur, MedalSilver | 2019 | Philippines
Women's team	MedalSilver | 2017 | Kuala Lumpur, MedalBronze | 2019 | Philippines

World Junior Championships
Mixed team 	MedalGold | 2011 | Taipei, MedalSilver | 2009 | Alor Setar, MedalBronze | 2010 | Guadalajara

Asian Junior Championships
Mixed team 	MedalGold | 2009 | Kuala Lumpur, MedalSilver | 2010 | Kuala Lumpur, MedalSilver | 2011 | Lucknow

"	Neutral	
32	Has Wang Yilyu ever won a Gold Medals in the Olympic Games?	Yes	Wang Yilyu	Badminton	"Wang Yilyu

Personal Information
Birth Date
1994-11-8	

Birth Place
Jiaxing	

Height
1.85 m	

Weight
70  kg	

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: CHN
Olympic Games
Mixed doubles	MedalGold | 2020 | Tokyo

World Championships
Mixed doubles	MedalSilver | 2018 | Nanjing, MedalBronze | 2019 | Basel, MedalBronze | 2022 | Tokyo

Sudirman Cup
Mixed team 	MedalGold | 2019 | Nanning, MedalGold | 2021 | Vantaa

Thomas Cup
Men's team 	MedalGold | 2018 | Bangkok, MedalSilver | 2020 | Aarhus

Asian Games
Men's team	MedalGold | 2018 | Jakarta
Mixed doubles	MedalBronze | 2018 | Jakarta

Asian Championships
Mixed doubles 	MedalGold | 2018 | Wuhan, MedalGold | 2019 | Wuhan, MedalSilver | 2022 | Manila, MedalBronze | 2017 | Wuhan
Men's doubles 	MedalSilver | 2017 | Wuhan, MedalBronze | 2018 | Wuhan

Summer Universiade
Men's doubles 	MedalSilver | 2015 | Gwangju
Mixed team 	MedalSilver | 2015 | Gwangju

World Junior Championships
Mixed team	MedalGold | 2012 | Chiba
Boys' doubles	MedalBronze | 2012 | Chiba
Mixed doubles	MedalBronze | 2012 | Chiba

Asian Junior Championships
Mixed doubles	MedalSilver | 2012 | Gimcheon
Mixed team 	MedalSilver | 2012 | Gimcheon

"	Neutral	
1002	How many times did Hunter Armstrong win a gold medal in an event, followed by any other medal in the same event?	2	Hunter Armstrong		"Hunter Armstrong

Personal Information
Coach
Big Mike Davidson, 	

Birth Date
2001-1-24	

Birth Place
Dover, Ohio	

Height

Weight

Country Representing: USA
Olympic Games
4x100 m medley	MedalGold | 2020 | SOG

World Championships (LC)
4x100 m freestyle	MedalGold | 2022 | Budapest, MedalBronze | 2024 | Doha
4x100 m mixed medley	MedalGold | 2022 | Budapest, MedalGold | 2024 | Doha
50 m backstroke	MedalGold | 2023 | Fukuoka, MedalSilver | 2022 | Budapest, MedalSilver | 2024 | Doha
4x100 m medley	MedalGold | 2023 | Fukuoka, MedalGold | 2024 | Doha, MedalSilver | 2022 | Budapest
100 m backstroke	MedalGold | 2024 | Doha, MedalBronze | 2022 | Budapest, MedalBronze | 2023 | Fukuoka
4x200 m freestyle	MedalBronze | 2024 | Doha
4x100 m mixed freestyle	MedalBronze | 2024 | Doha

World Championships (SC)
4x100 m medley	MedalGold | 2022 | Melbourne
4x50 m medley	MedalSilver | 2022 | Melbourne

"		803.0
5	In which format(s) is Churandy Martina most succesfull ?	100 m	Churandy Martina	Sprint	"Churandy Martina

Personal Information
Birth Date
1984-07-03	

Birth Place
Willemstad	

Height

Weight
74 kg	

Country Representing: AHO
Pan American Games
100 m	MedalGold | 2007 | Rio de Janeiro

Central American and Caribbean Games
100 m	MedalGold | 2006 | Cartagena, MedalGold | 2010 | Mayaguez
4x100 m relay	MedalGold | 2006 | Cartagena, MedalBronze | 2010 | Mayaguez
200 m	MedalGold | 2010 | Mayaguez

South American Games
100 m	MedalGold | 2002 | Belém
200 m	MedalSilver | 2002 | Belém

Continental Cup
200 m	MedalSilver | 2010 | Split

Pan American Junior Championships
100 m	MedalGold | 2003 | Bridgetown

CARIFTA Games
100 m	MedalSilver | 2003 | Port of Spain, MedalSilver | 2000 | St
200 m	MedalSilver | 2000 | St

Country Representing: NED
European Championships
200 m	MedalGold | 2012 | Helsinki
4x100 m relay	MedalGold | 2012 | Helsinki, MedalBronze | 2018 | Berlin
100 m	MedalGold | 2016 | Amsterdam

"	Neutral	
39	Which was the most current medal win for Gregorio Paltrinieri ?	2024  Doha World Aquatics Championships in 800 m freestyle format, 2024  Doha World Aquatics Championships in Team open water format, 2024  Belgrade European Open Water C in 10 km open water format	Gregorio Paltrinieri	Swimming	"Gregorio Paltrinieri

Personal Information
Coach
Fabrizio Antonelli	

Birth Date
1994-9-5	

Birth Place
Carpi, Emilia-Romagna	

Height
1.91 m	

Weight
72  kg	

Country Representing: ITA
Olympic Games
1500 m freestyle	MedalGold | 1500 | m freestyle
800 m freestyle	MedalSilver | 2020 | SOG
10 km open water	MedalBronze | 2020 | Tokyo

World Aquatics Championships
1500 m freestyle	MedalGold | 1500 | m freestyle, MedalBronze | 1500 | m freestyle
800 m freestyle	MedalGold | 2019 | Gwangju, MedalSilver | 2015 | Kazan, MedalBronze | 2017 | Budapest, MedalBronze | 2024 | Doha
10 km open water	MedalGold | 2022 | Budapest
Team open water	MedalGold | 2023 | Fukuoka, MedalSilver | 2019 | Gwangju, MedalSilver | 2024 | Doha, MedalBronze | 2022 | Budapest
5 km open water	MedalSilver | 2022 | Budapest, MedalSilver | 2023 | Fukuoka

World Championships (SC)
1500 m freestyle	MedalGold | 1500 | m freestyle, MedalSilver | 1500 | m freestyle
800 m freestyle	MedalGold | 2022 | Melbourne

European Championships (LC)
1500 m freestyle	MedalGold | 1500 | m freestyle, MedalSilver | 1500 | m freestyle, MedalBronze | 1500 | m freestyle
800 m freestyle	MedalGold | 2014 | Berlin, MedalGold | 2016 | London, MedalGold | 2022 | Rome, MedalSilver | 2012 | Debrecen, MedalSilver | 2018 | Glasgow, MedalSilver | 2020 | Budapest

European Open Water C
5 km open water	MedalGold | 2020 | Budapest, MedalGold | 2022 | Rome
10 km open water	MedalGold | 2020 | Budapest, MedalGold | 2024 | Belgrade
Team relay	MedalGold | 2020 | Budapest, MedalGold | 2022 | Rome

European Championships (SC)
1500 m freestyle	MedalGold | 1500 | m freestyle, MedalSilver | 1500 | m freestyle
800 m freestyle	MedalGold | 2021 | Kazan

Mediterranean Games
400 m freestyle	MedalGold | 2018 | Tarragona
1500 m freestyle	MedalGold | 2018 | Tarragona

Universiade
800 m freestyle	MedalGold | 2017 | Taipei
1500 m freestyle	MedalGold | 1500 | m freestyle
10 km marathon	MedalGold | 2017 | Taipei

"	Popular	
19	Which city did Tomokazu Harimoto win his/her first International Bronze Medals ?	Wuxi	Tomokazu Harimoto	TableTennis	"Tomokazu Harimoto

Personal Information
Birth Date
2003-6-27	

Birth Place
Sendai	

Height
1.78 m	

Weight
64  kg	

Country Representing: JPN
Olympic Games
Team	MedalBronze | 2020 | Tokyo

World Championships
Mixed doubles	MedalSilver | 2021 | Houston, MedalSilver | 2023 | Durban
Team	MedalBronze | 2022 | Chengdu

World Cup
Team	MedalSilver | 2018 | London
Singles	MedalSilver | 2019 | Chengdu, MedalBronze | 2024 | Macao
Mixed team	MedalBronze | 2023 | Chengdu

WTT Cup Finals
Singles	MedalSilver | 2021 | Singapore, MedalSilver | 2022 | Xinxiang

ITTF World Tour Grand Finals
Singles	MedalGold | 2018 | Incheon

Asian Championships
Team	MedalBronze | 2017 | Wuxi, MedalBronze | 2019 | Yogyakarta
Singles	MedalBronze | 2019 | Yogyakarta

Asian Cup
Singles	MedalGold | 2022 | Bangkok

Summer Youth Olympics
Singles	MedalSilver | 2018 | Buenos Aires
Mixed team	MedalSilver | 2018 | Buenos Aires

World Junior Championships
Singles	MedalGold | 2016 | Cape Town
Team	MedalGold | 2016 | Cape Town
Doubles	MedalSilver | 2016 | Cape Town

Asian Junior Championships
Team	MedalGold | 2016 | Bangkok
Singles	MedalSilver | 2016 | Bangkok

"	Neutral	
35	In which city did Carson Foster win his/her first World Championships (LC) Bronze Medals ?	Doha	Carson Foster	Swimming	"Carson Foster

Personal Information
Birth Date
2001-10-26	

Birth Place
Cincinnati	

Height

Weight
183  lb	

Coach
Eddie Reese	

Country Representing: USA
World Championships (LC)
4x200 m freestyle	MedalGold | 2022 | Budapest, MedalSilver | 2023 | Fukuoka, MedalBronze | 2024 | Doha
200 m medley	MedalSilver | 2022 | Budapest, MedalSilver | 2024 | Doha
400 m medley	MedalSilver | 2022 | Budapest, MedalSilver | 2023 | Fukuoka
4x100 m freestyle	MedalBronze | 2024 | Doha

World Championships (SC)
4x200 m freestyle	MedalGold | 2021 | Abu Dhabi, MedalGold | 2022 | Melbourne
4x100 m medley	MedalGold | 2022 | Melbourne
200 m medley	MedalSilver | 2021 | Abu Dhabi, MedalSilver | 2022 | Melbourne
400 m medley	MedalSilver | 2022 | Melbourne, MedalBronze | 2021 | Abu Dhabi
4x100 m freestyle	MedalBronze | 2022 | Melbourne

World Junior Championships
200 m medley	MedalGold | 2019 | Budapest
4x100 m freestyle	MedalGold | 2019 | Budapest
4x200 m freestyle	MedalGold | 2019 | Budapest, MedalSilver | 2017 | Indianapolis
4x100 m mixed freestyle	MedalGold | 2019 | Budapest
200 m backstroke	MedalSilver | 2017 | Indianapolis, MedalSilver | 2019 | Budapest

Junior Pan Pac Championships
200 m backstroke	MedalGold | 2018 | Suva
200 m medley	MedalGold | 2018 | Suva
400 m medley	MedalGold | 2018 | Suva
4x200 m freestyle	MedalGold | 2018 | Suva

"	Neutral	
44	Which was the most successful year for Olga Kharlan in terms of highest Gold Medal wins?	2009	Olga Kharlan	Fencing	"Olga Kharlan

Personal Information
Birth Date
1990-9-4	

Birth Place
Mykolaiv	

Height
1.72 m	

Weight
63  kg	

Coach
Yevgeniy Statsenko	
Artem Skorokhod	
Yuriy Marchenko	

Country Representing: UKR
Olympic Games
Team	MedalGold | 2008 | Beijing, MedalSilver | 2016 | Rio de Janeiro
Individual	MedalBronze | 2012 | London, MedalBronze | 2016 | Rio de Janeiro

World Championships
Team	MedalGold | 2009 | Antalya, MedalGold | 2013 | Budapest, MedalSilver | 2007 | Saint Petersburg, MedalSilver | 2010 | Paris, MedalSilver | 2011 | Catania, MedalSilver | 2012 | Kyiv, MedalSilver | 2015 | Moscow, MedalBronze | 2014 | Kazan
Individual	MedalGold | 2013 | Budapest, MedalGold | 2014 | Kazan, MedalGold | 2017 | Leipzig, MedalGold | 2019 | Budapest, MedalSilver | 2009 | Antalya, MedalSilver | 2010 | Paris, MedalBronze | 2011 | Catania

European Games
Individual	MedalGold | 2023 | Kraków
Team	MedalGold | 2015 | Baku

European Championships
Individual	MedalGold | 2009 | Plovdiv, MedalGold | 2011 | Sheffield, MedalGold | 2012 | Legnano, MedalGold | 2013 | Zagreb, MedalGold | 2014 | Strasbourg, MedalGold | 2019 | Düsseldorf, MedalSilver | 2006 | Izmir, MedalBronze | 2016 | Toruń
Team	MedalGold | 2009 | Plovdiv, MedalGold | 2010 | Leipzig, MedalSilver | 2007 | Ghent, MedalSilver | 2008 | Kyiv, MedalSilver | 2011 | Sheffield, MedalSilver | 2012 | Legnano, MedalSilver | 2013 | Zagreb, MedalSilver | 2018 | Novi Sad, MedalSilver | 2024 | Basel, MedalBronze | 2005 | Zalaegerszeg, MedalBronze | 2014 | Strasbourg, MedalBronze | 2015 | Montreux, MedalBronze | 2016 | Toruń, MedalBronze | 2022 | Antalya

Universiade
Individual	MedalGold | 2011 | Shenzhen, MedalGold | 2013 | Kazan
Team	MedalSilver | 2011 | Shenzhen

url
Individual	MedalGold | 2007 | Belek, MedalGold | 2008 | Acireale, MedalGold | 2009 | Belfast, MedalBronze | 2005 | Linz
Team	MedalGold | 2007 | Belek, MedalGold | 2008 | Acireale, MedalGold | 2009 | Belfast, MedalSilver | 2005 | Linz

"	Popular	
1001	Count the different events in which Olga Kharlan improved his medal color in any later iterations of any tournament, including non-consecutive cycles	51	Olga Kharlan		"Olga Kharlan

Personal Information
Birth Date
1990-9-4	

Birth Place
Mykolaiv	

Height
1.72 m	

Weight
63  kg	

Coach
Yevgeniy Statsenko	
Artem Skorokhod	
Yuriy Marchenko	

Country Representing: UKR
Olympic Games
Team	MedalGold | 2008 | Beijing, MedalSilver | 2016 | Rio de Janeiro
Individual	MedalBronze | 2012 | London, MedalBronze | 2016 | Rio de Janeiro

World Championships
Team	MedalGold | 2009 | Antalya, MedalGold | 2013 | Budapest, MedalSilver | 2007 | Saint Petersburg, MedalSilver | 2010 | Paris, MedalSilver | 2011 | Catania, MedalSilver | 2012 | Kyiv, MedalSilver | 2015 | Moscow, MedalBronze | 2014 | Kazan
Individual	MedalGold | 2013 | Budapest, MedalGold | 2014 | Kazan, MedalGold | 2017 | Leipzig, MedalGold | 2019 | Budapest, MedalSilver | 2009 | Antalya, MedalSilver | 2010 | Paris, MedalBronze | 2011 | Catania

European Games
Individual	MedalGold | 2023 | Kraków
Team	MedalGold | 2015 | Baku

European Championships
Individual	MedalGold | 2009 | Plovdiv, MedalGold | 2011 | Sheffield, MedalGold | 2012 | Legnano, MedalGold | 2013 | Zagreb, MedalGold | 2014 | Strasbourg, MedalGold | 2019 | Düsseldorf, MedalSilver | 2006 | Izmir, MedalBronze | 2016 | Toruń
Team	MedalGold | 2009 | Plovdiv, MedalGold | 2010 | Leipzig, MedalSilver | 2007 | Ghent, MedalSilver | 2008 | Kyiv, MedalSilver | 2011 | Sheffield, MedalSilver | 2012 | Legnano, MedalSilver | 2013 | Zagreb, MedalSilver | 2018 | Novi Sad, MedalSilver | 2024 | Basel, MedalBronze | 2005 | Zalaegerszeg, MedalBronze | 2014 | Strasbourg, MedalBronze | 2015 | Montreux, MedalBronze | 2016 | Toruń, MedalBronze | 2022 | Antalya

Universiade
Individual	MedalGold | 2011 | Shenzhen, MedalGold | 2013 | Kazan
Team	MedalSilver | 2011 | Shenzhen

url
Individual	MedalGold | 2007 | Belek, MedalGold | 2008 | Acireale, MedalGold | 2009 | Belfast, MedalBronze | 2005 | Linz
Team	MedalGold | 2007 | Belek, MedalGold | 2008 | Acireale, MedalGold | 2009 | Belfast, MedalSilver | 2005 | Linz

"		365.0
5	In which format(s) is Christopher Belcher most succesfull ?	100 m	Christopher Belcher	Sprint	"Christopher Belcher

Personal Information
Birth Date
1994-01-29	

Birth Place
Sayville, New York	

Height

Weight

Coach
Duane Ross	

Country Representing: USA
World Relays
4x200 m relay	MedalGold | 2019 | Yokohama

United States Championships
100 m	MedalBronze | 2017 | Sacramento, MedalBronze | 2019 | Des Moines

NCAA Division I Championships
100 m	MedalBronze | 2017 | Eugene
4x100 m relay	MedalBronze | 2017 | Eugene

NJCAA Division I Championships
100 m	MedalBronze | 2014 | Mesa

"	Neutral	
36	At what age did Usain Bolt win his/her most recent CAC Junior Championships Gold Medals ?	16	Usain Bolt	Sprint	"Usain Bolt

Personal Information
Coach
Glen Mills	

Birth Date
1986-8-21	

Birth Place
Sherwood Content	

Height
1.95 m	

Weight
94 kg	

Country Representing: JAM
Olympic Games
100 m	MedalGold | 2008 | Beijing, MedalGold | 2012 | London, MedalGold | 2016 | Rio de Janeiro
200 m	MedalGold | 2008 | Beijing, MedalGold | 2012 | London, MedalGold | 2016 | Rio de Janeiro
4x100 m relay	MedalGold | 2012 | London, MedalGold | 2016 | Rio de Janeiro

World Championships
100 m	MedalGold | 2009 | Berlin, MedalGold | 2013 | Moscow, MedalGold | 2015 | Beijing, MedalBronze | 2017 | London
200 m	MedalGold | 2009 | Berlin, MedalGold | 2011 | Daegu, MedalGold | 2013 | Moscow, MedalGold | 2015 | Beijing, MedalSilver | 2007 | Osaka
4x100 m relay	MedalGold | 2009 | Berlin, MedalGold | 2011 | Daegu, MedalGold | 2013 | Moscow, MedalGold | 2015 | Beijing, MedalSilver | 2007 | Osaka

World Athletics Relays
4x100 m relay	MedalSilver | 2015 | Nassau

Diamond League

CAC Championships
200 m	MedalGold | 2005 | Nassau

Commonwealth Games
4x100 m relay	MedalGold | 2014 | Glasgow

World Junior Championships
200 m	MedalGold | 2002 | Kingston
4x100 m relay	MedalSilver | 2002 | Kingston
4x400 m relay	MedalSilver | 2002 | Kingston

World Youth Championships
200 m	MedalGold | 2003 | Sherbrooke

Pan American Junior Championships
200 m	MedalGold | 2003 | Bridgetown
4x100 m relay	MedalSilver | 2003 | Bridgetown

CAC Junior Championships
200 m	MedalGold | 2002 | Bridgetown
400 m	MedalGold | 2002 | Bridgetown
4x100 m relay	MedalGold | 2002 | Bridgetown
4x400 m relay	MedalGold | 2002 | Bridgetown

CARIFTA Games
200 m	MedalGold | 2003 | Port of Spain, MedalGold | 2004 | Hamilton
400 m	MedalGold | 2003 | Port of Spain
4x100 m relay	MedalGold | 2003 | Port of Spain, MedalGold | 2004 | Hamilton, MedalGold | 2002 | Nassau, MedalSilver | 2001 | Bridgetown
4x400 m relay	MedalGold | 2003 | Port of Spain, MedalGold | 2004 | Hamilton, MedalGold | 2002 | Nassau
200m	MedalGold | 2002 | Nassau, MedalSilver | 2001 | Bridgetown
400m	MedalGold | 2002 | Nassau, MedalSilver | 2001 | Bridgetown

Country Representing: Americas
World Cup
200 m	MedalSilver | 2006 | Athens

"	Popular	
69	Does Kenta Nishimoto have more Silver Medals than Bronze Medals in Asian Junior Championships ?	No	Kenta Nishimoto	Badminton	"Kenta Nishimoto

Personal Information
Birth Date
1994-8-30	

Birth Place
Mie Prefecture	

Height
180 cm	

Weight
75  kg	

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking
6 September 2018	

Country Representing: JPN
Sudirman Cup
Mixed team 	MedalSilver | 2019 | Nanning, MedalSilver | 2021 | Vantaa, MedalBronze | 2017 | Gold Coast, MedalBronze | 2023 | Suzhou

Thomas Cup
Men's team 	MedalSilver | 2018 | Bangkok, MedalBronze | 2020 | Aarhus, MedalBronze | 2022 | Bangkok

Asian Games
Men's singles	MedalBronze | 2018 | Jakarta
Men's team	MedalBronze | 2018 | Jakarta, MedalBronze | 2022 | Hangzhou

Asia Mixed Team Championships
Mixed team 	MedalGold | 2017 | Ho Chi Minh

Asia Team Championships
Men's team 	MedalSilver | 2016 | Hyderabad, MedalBronze | 2020 | Manila, MedalBronze | 2024 | Selangor

Summer Universiade
Men's singles 	MedalSilver | 2017 | Taipei
Mixed team 	MedalSilver | 2017 | Taipei

World Junior Championships
Mixed team 	MedalSilver | 2012 | Chiba

Asian Junior Championships
Mixed team 	MedalGold | 2012 | Gimcheon

"	Neutral	
27	How many medals did Jia Yifan win in the Mixed team Asian Junior Championships ?	3	Jia Yifan	Badminton	"Jia Yifan

Personal Information
Birth Date
1997-6-29	

Birth Place
Tianjin	

Height
1.70 m	

Weight

Years Active

Handedness
Left	

Coach
	

Date Of Highest Ranking

Country Representing: CHN
Olympic Games
Women's doubles	MedalSilver | 2020 | Tokyo

World Championships
Women's doubles	MedalGold | 2017 | Glasgow, MedalGold | 2021 | Huelva, MedalGold | 2022 | Tokyo, MedalGold | 2023 | Copenhagen

Sudirman Cup
Mixed team 	MedalGold | 2019 | Nanning, MedalGold | 2021 | Vantaa, MedalGold | 2023 | Suzhou, MedalSilver | 2017 | Gold Coast

Uber Cup
Women's team 	MedalGold | 2020 | Aarhus, MedalGold | 2024 | Chengdu, MedalSilver | 2022 | Bangkok, MedalBronze | 2018 | Bangkok

Asian Games
Women's doubles	MedalGold | 2018 | Jakarta, MedalGold | 2022 | Hangzhou
Women's team	MedalSilver | 2018 | Jakarta, MedalSilver | 2022 | Hangzhou

Asian Championships
Women's doubles 	MedalGold | 2019 | Wuhan, MedalGold | 2022 | Manila, MedalBronze | 2024 | Ningbo

Asia Mixed Team Championships
Mixed team 	MedalBronze | 2017 | Ho Chi Minh

World Junior Championships
Girls' doubles	MedalGold | 2014 | Alor Setar, MedalGold | 2015 | Lima, MedalBronze | 2013 | Bangkok
Mixed team	MedalGold | 2014 | Alor Setar, MedalGold | 2015 | Lima, MedalBronze | 2013 | Bangkok

Asian Junior Championships
Girls' doubles	MedalGold | 2013 | Kota Kinabalu, MedalGold | 2014 | Taipei, MedalSilver | 2015 | Bangkok
Mixed team 	MedalGold | 2013 | Kota Kinabalu, MedalGold | 2014 | Taipei, MedalGold | 2015 | Bangkok

"	Popular	
34	Which city did Kirsty Gilmour win his/her most recent medal ?	Saarbrücken, Łódź	Kirsty Gilmour	Badminton	"Kirsty Gilmour

Personal Information
Birth Date
1993-09-21	

Birth Place
Bellshill	

Height

Weight
59  kg	

Handedness
Right	

Date Of Highest Ranking
29 September 2016	

Country Representing: GBR2
European Games
Women's singles	MedalSilver | 2019 | Minsk, MedalBronze | 2023 | Kraków

Country Representing: SCO
Commonwealth Games
Women's singles	MedalSilver | 2014 | Glasgow, MedalBronze | 2018 | Gold Coast

European Championships
Women's singles 	MedalSilver | 2016 | La Roche, MedalSilver | 2017 | Kolding, MedalSilver | 2022 | Madrid, MedalSilver | 2024 | Saarbrücken, MedalBronze | 2021 | Kyiv

European Women
Women's team 	MedalBronze | 2020 | Liévin, MedalBronze | 2024 | Łódź

Commonwealth Youth Games
Girls' singles 	MedalBronze | 2011 | Douglas

"	Neutral	
